
Sample,Date,GMT,Air/Ground,Altitude,Airspeed,FLT Number,Flap Handle-Pos,Flap Posn-L,Flap Posn-R,FlapSkew 1 Pos,FlapSkew 2 Pos,FlapSkew 3 Pos,FlapSkew 4 Pos,FlapSkew 5 Pos,FlapSkew 6 Pos,FlapSkew 7 Pos,FlapSkew 8 Pos,FlapsSkew 1to8 ,FlapsSkew 2to7 ,FlapsSkew 3to6 ,FlapsSkew 4to5 ,
1888,03:24,14:06:23,AIR ,25995.0,259.3,GIA217  ,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1889,03:24,14:06:24,AIR ,25996.0,259.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1890,03:24,14:06:25,AIR ,25996.0,259.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1891,03:24,14:06:26,AIR ,25995.0,259.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1892,03:24,14:06:27,AIR ,25995.0,259.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1893,03:24,14:06:28,AIR ,25996.0,259.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1894,03:24,14:06:29,AIR ,25996.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1895,03:24,14:06:30,AIR ,25998.0,259.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1896,03:24,14:06:31,AIR ,25996.0,259.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1897,03:24,14:06:32,AIR ,25997.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1898,03:24,14:06:33,AIR ,25997.0,259.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1899,03:24,14:06:34,AIR ,25999.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1900,03:24,14:06:35,AIR ,25999.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1901,03:24,14:06:36,AIR ,25999.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1902,03:24,14:06:37,AIR ,25999.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1903,03:24,14:06:38,AIR ,26000.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1904,03:24,14:06:39,AIR ,25999.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1905,03:24,14:06:40,AIR ,26000.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1906,03:24,14:06:41,AIR ,26001.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1907,03:24,14:06:42,AIR ,26000.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1908,03:24,14:06:43,AIR ,26001.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1909,03:24,14:06:44,AIR ,26001.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1910,03:24,14:06:45,AIR ,26000.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1911,03:24,14:06:46,AIR ,26001.0,259.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1912,03:24,14:06:47,AIR ,26001.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1913,03:24,14:06:48,AIR ,26001.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1914,03:24,14:06:49,AIR ,26001.0,258.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1915,03:24,14:06:50,AIR ,26002.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1916,03:24,14:06:51,AIR ,26001.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1917,03:24,14:06:52,AIR ,26001.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1918,03:24,14:06:53,AIR ,26001.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1919,03:24,14:06:54,AIR ,26001.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1920,03:24,14:06:55,AIR ,26000.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1921,03:24,14:06:56,AIR ,26000.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1922,03:24,14:06:57,AIR ,26001.0,258.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1923,03:24,14:06:58,AIR ,26002.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1924,03:24,14:06:59,AIR ,26001.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1925,03:24,14:07:00,AIR ,26000.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1926,03:24,14:07:01,AIR ,26001.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1927,03:24,14:07:02,AIR ,26000.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1928,03:24,14:07:03,AIR ,26003.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1929,03:24,14:07:04,AIR ,26003.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1930,03:24,14:07:05,AIR ,26003.0,259.0,,0.0,,0.0,-161,,,,,,,,normal,normal,normal,normal,
1931,03:24,14:07:06,AIR ,26004.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1932,03:24,14:07:07,AIR ,26003.0,259.0,,0.0,,0.0,,,20,,,,,,normal,normal,normal,normal,
1933,03:24,14:07:08,AIR ,26005.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1934,03:24,14:07:09,AIR ,26004.0,259.0,,0.0,,0.0,,,,,,,,-168,normal,normal,normal,normal,
1935,03:24,14:07:10,AIR ,26003.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1936,03:24,14:07:11,AIR ,26004.0,258.8,,0.0,,0.0,,,,,,18,,,normal,normal,normal,normal,
1937,03:24,14:07:12,AIR ,26003.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1938,03:24,14:07:13,AIR ,26002.0,258.8,,0.0,,0.0,,-69,,,,,,,normal,normal,normal,normal,
1939,03:24,14:07:14,AIR ,26002.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1940,03:24,14:07:15,AIR ,26001.0,258.8,,0.0,,0.0,,,,-50,,,,,normal,normal,normal,normal,
1941,03:24,14:07:16,AIR ,26003.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1942,03:24,14:07:17,AIR ,26003.0,259.0,,0.0,,0.0,,,,,,,-63,,normal,normal,normal,normal,
1943,03:24,14:07:18,AIR ,25999.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1944,03:24,14:07:19,AIR ,26002.0,258.8,,0.0,,0.0,,,,,-54,,,,normal,normal,normal,normal,
1945,03:24,14:07:20,AIR ,26002.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1946,03:24,14:07:21,AIR ,26002.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1947,03:24,14:07:22,AIR ,26000.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1948,03:24,14:07:23,AIR ,26001.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1949,03:24,14:07:24,AIR ,26001.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1950,03:24,14:07:25,AIR ,26002.0,258.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1951,03:24,14:07:26,AIR ,26000.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1952,03:24,14:07:27,AIR ,26000.0,258.3,GIA217  ,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1953,03:24,14:07:28,AIR ,26001.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1954,03:24,14:07:29,AIR ,25999.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1955,03:24,14:07:30,AIR ,25999.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1956,03:24,14:07:31,AIR ,26000.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1957,03:24,14:07:32,AIR ,26000.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1958,03:24,14:07:33,AIR ,25999.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1959,03:24,14:07:34,AIR ,26000.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1960,03:24,14:07:35,AIR ,25999.0,258.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1961,03:24,14:07:36,AIR ,25999.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1962,03:24,14:07:37,AIR ,26000.0,258.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1963,03:24,14:07:38,AIR ,26000.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1964,03:24,14:07:39,AIR ,25999.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1965,03:24,14:07:40,AIR ,25999.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1966,03:24,14:07:41,AIR ,25999.0,258.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1967,03:24,14:07:42,AIR ,25999.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1968,03:24,14:07:43,AIR ,25998.0,258.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1969,03:24,14:07:44,AIR ,25999.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1970,03:24,14:07:45,AIR ,26000.0,258.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1971,03:24,14:07:46,AIR ,25999.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1972,03:24,14:07:47,AIR ,25999.0,258.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1973,03:24,14:07:48,AIR ,26000.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1974,03:24,14:07:49,AIR ,25999.0,258.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1975,03:24,14:07:50,AIR ,25998.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1976,03:24,14:07:51,AIR ,26000.0,258.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1977,03:24,14:07:52,AIR ,25999.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1978,03:24,14:07:53,AIR ,26001.0,258.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1979,03:24,14:07:54,AIR ,26003.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1980,03:24,14:07:55,AIR ,26003.0,258.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1981,03:24,14:07:56,AIR ,26002.0,258.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1982,03:24,14:07:57,AIR ,26003.0,258.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1983,03:24,14:07:58,AIR ,26006.0,258.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1984,03:24,14:07:59,AIR ,26006.0,258.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1985,03:24,14:08:00,AIR ,26007.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1986,03:24,14:08:01,AIR ,26008.0,258.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1987,03:24,14:08:02,AIR ,26007.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1988,03:24,14:08:03,AIR ,26008.0,257.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1989,03:24,14:08:04,AIR ,26007.0,257.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1990,03:24,14:08:05,AIR ,26007.0,258.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1991,03:24,14:08:06,AIR ,26007.0,257.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1992,03:24,14:08:07,AIR ,26005.0,258.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
1993,03:24,14:08:08,AIR ,26004.0,258.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1994,03:24,14:08:09,AIR ,26001.0,258.3,,0.0,,0.0,-161,,,,,,,,normal,normal,normal,normal,
1995,03:24,14:08:10,AIR ,25995.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1996,03:24,14:08:11,AIR ,25987.0,258.3,,0.0,,0.0,,,20,,,,,,normal,normal,normal,normal,
1997,03:24,14:08:12,AIR ,25979.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
1998,03:24,14:08:13,AIR ,25969.0,258.5,,0.0,,0.0,,,,,,,,-168,normal,normal,normal,normal,
1999,03:24,14:08:14,AIR ,25956.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2000,03:24,14:08:15,AIR ,25941.0,258.5,,0.0,,0.0,,,,,,18,,,normal,normal,normal,normal,
2001,03:24,14:08:16,AIR ,25926.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2002,03:24,14:08:17,AIR ,25912.0,259.3,,0.0,,0.0,,-69,,,,,,,normal,normal,normal,normal,
2003,03:24,14:08:18,AIR ,25896.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2004,03:24,14:08:19,AIR ,25879.0,259.3,,0.0,,0.0,,,,-50,,,,,normal,normal,normal,normal,
2005,03:24,14:08:20,AIR ,25862.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2006,03:24,14:08:21,AIR ,25844.0,259.5,,0.0,,0.0,,,,,,,-63,,normal,normal,normal,normal,
2007,03:24,14:08:22,AIR ,25826.0,259.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2008,03:24,14:08:23,AIR ,25809.0,259.8,,0.0,,0.0,,,,,-54,,,,normal,normal,normal,normal,
2009,03:24,14:08:24,AIR ,25790.0,259.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2010,03:24,14:08:25,AIR ,25774.0,259.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2011,03:24,14:08:26,AIR ,25756.0,260.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2012,03:24,14:08:27,AIR ,25738.0,260.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2013,03:24,14:08:28,AIR ,25721.0,260.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2014,03:24,14:08:29,AIR ,25704.0,260.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2015,03:24,14:08:30,AIR ,25687.0,260.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2016,03:24,14:08:31,AIR ,25670.0,260.8,GIA217  ,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2017,03:24,14:08:32,AIR ,25652.0,260.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2018,03:24,14:08:33,AIR ,25634.0,260.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2019,03:24,14:08:34,AIR ,25616.0,260.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2020,03:24,14:08:35,AIR ,25601.0,261.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2021,03:24,14:08:36,AIR ,25584.0,260.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2022,03:24,14:08:37,AIR ,25566.0,260.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2023,03:24,14:08:38,AIR ,25549.0,260.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2024,03:24,14:08:39,AIR ,25535.0,260.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2025,03:24,14:08:40,AIR ,25517.0,260.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2026,03:24,14:08:41,AIR ,25498.0,260.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2027,03:24,14:08:42,AIR ,25483.0,260.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2028,03:24,14:08:43,AIR ,25465.0,259.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2029,03:24,14:08:44,AIR ,25447.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2030,03:24,14:08:45,AIR ,25432.0,259.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2031,03:24,14:08:46,AIR ,25415.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2032,03:24,14:08:47,AIR ,25399.0,259.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2033,03:24,14:08:48,AIR ,25383.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2034,03:24,14:08:49,AIR ,25366.0,259.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2035,03:24,14:08:50,AIR ,25351.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2036,03:24,14:08:51,AIR ,25333.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2037,03:24,14:08:52,AIR ,25316.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2038,03:24,14:08:53,AIR ,25300.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2039,03:24,14:08:54,AIR ,25283.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2040,03:24,14:08:55,AIR ,25267.0,258.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2041,03:24,14:08:56,AIR ,25252.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2042,03:24,14:08:57,AIR ,25233.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2043,03:24,14:08:58,AIR ,25218.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2044,03:24,14:08:59,AIR ,25201.0,259.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2045,03:24,14:09:00,AIR ,25184.0,259.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2046,03:24,14:09:01,AIR ,25170.0,259.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2047,03:24,14:09:02,AIR ,25153.0,259.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2048,03:24,14:09:03,AIR ,25135.0,260.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2049,03:24,14:09:04,AIR ,25120.0,260.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2050,03:24,14:09:05,AIR ,25102.0,260.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2051,03:24,14:09:06,AIR ,25085.0,260.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2052,03:24,14:09:07,AIR ,25069.0,259.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2053,03:24,14:09:08,AIR ,25053.0,259.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2054,03:24,14:09:09,AIR ,25037.0,259.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2055,03:24,14:09:10,AIR ,25018.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2056,03:24,14:09:11,AIR ,25001.0,259.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2057,03:24,14:09:12,AIR ,24986.0,259.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2058,03:24,14:09:13,AIR ,24967.0,259.0,,0.0,,0.0,-161,,,,,,,,normal,normal,normal,normal,
2059,03:24,14:09:14,AIR ,24953.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2060,03:24,14:09:15,AIR ,24936.0,258.8,,0.0,,0.0,,,20,,,,,,normal,normal,normal,normal,
2061,03:24,14:09:16,AIR ,24919.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2062,03:24,14:09:17,AIR ,24902.0,258.3,,0.0,,0.0,,,,,,,,-168,normal,normal,normal,normal,
2063,03:24,14:09:18,AIR ,24887.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2064,03:24,14:09:19,AIR ,24869.0,258.3,,0.0,,0.0,,,,,,18,,,normal,normal,normal,normal,
2065,03:24,14:09:20,AIR ,24854.0,258.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2066,03:24,14:09:21,AIR ,24836.0,258.5,,0.0,,0.0,,-69,,,,,,,normal,normal,normal,normal,
2067,03:24,14:09:22,AIR ,24818.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2068,03:24,14:09:23,AIR ,24803.0,258.8,,0.0,,0.0,,,,-50,,,,,normal,normal,normal,normal,
2069,03:24,14:09:24,AIR ,24785.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2070,03:24,14:09:25,AIR ,24769.0,259.3,,0.0,,0.0,,,,,,,-63,,normal,normal,normal,normal,
2071,03:24,14:09:26,AIR ,24753.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2072,03:24,14:09:27,AIR ,24736.0,259.3,,0.0,,0.0,,,,,-54,,,,normal,normal,normal,normal,
2073,03:24,14:09:28,AIR ,24719.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2074,03:24,14:09:29,AIR ,24702.0,259.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2075,03:24,14:09:30,AIR ,24685.0,259.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2076,03:24,14:09:31,AIR ,24670.0,259.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2077,03:24,14:09:32,AIR ,24654.0,258.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2078,03:24,14:09:33,AIR ,24637.0,258.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2079,03:24,14:09:34,AIR ,24618.0,258.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2080,03:24,14:09:35,AIR ,24599.0,258.0,GIA217  ,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2081,03:24,14:09:36,AIR ,24580.0,258.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2082,03:24,14:09:37,AIR ,24559.0,257.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2083,03:24,14:09:38,AIR ,24538.0,257.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2084,03:24,14:09:39,AIR ,24513.0,256.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2085,03:24,14:09:40,AIR ,24490.0,256.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2086,03:24,14:09:41,AIR ,24464.0,256.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2087,03:24,14:09:42,AIR ,24438.0,256.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2088,03:24,14:09:43,AIR ,24410.0,256.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2089,03:24,14:09:44,AIR ,24383.0,256.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2090,03:24,14:09:45,AIR ,24354.0,256.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2091,03:24,14:09:46,AIR ,24325.0,256.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2092,03:24,14:09:47,AIR ,24297.0,256.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2093,03:24,14:09:48,AIR ,24267.0,256.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2094,03:24,14:09:49,AIR ,24240.0,256.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2095,03:24,14:09:50,AIR ,24211.0,255.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2096,03:24,14:09:51,AIR ,24184.0,255.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2097,03:24,14:09:52,AIR ,24155.0,255.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2098,03:24,14:09:53,AIR ,24126.0,255.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2099,03:24,14:09:54,AIR ,24098.0,254.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2100,03:24,14:09:55,AIR ,24069.0,254.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2101,03:24,14:09:56,AIR ,24042.0,254.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2102,03:24,14:09:57,AIR ,24014.0,254.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2103,03:24,14:09:58,AIR ,23984.0,254.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2104,03:24,14:09:59,AIR ,23955.0,254.3,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2105,03:24,14:10:00,AIR ,23927.0,254.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2106,03:24,14:10:01,AIR ,23896.0,254.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2107,03:24,14:10:02,AIR ,23866.0,254.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2108,03:24,14:10:03,AIR ,23836.0,254.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2109,03:24,14:10:04,AIR ,23807.0,254.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2110,03:24,14:10:05,AIR ,23775.0,254.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2111,03:24,14:10:06,AIR ,23748.0,254.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2112,03:24,14:10:07,AIR ,23718.0,254.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2113,03:24,14:10:08,AIR ,23686.0,254.5,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2114,03:24,14:10:09,AIR ,23656.0,254.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2115,03:24,14:10:10,AIR ,23627.0,254.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2116,03:24,14:10:11,AIR ,23595.0,254.5,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2117,03:24,14:10:12,AIR ,23564.0,254.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2118,03:24,14:10:13,AIR ,23535.0,255.0,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2119,03:24,14:10:14,AIR ,23505.0,254.8,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2120,03:24,14:10:15,AIR ,23473.0,254.8,,0.0,,0.0,,,,,,,,,normal,normal,normal,normal,
2121,03:24,14:10:16,AIR ,23442.0,255.0,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
2122,03:24,14:10:17,AIR ,23411.0,255.3,,0.0,,0.0,-161,,,,,,,,normal,normal,normal,normal,
2123,03:24,14:10:18,AIR ,23378.0,255.3,,0.0,0.0,,,,,,,,,,normal,normal,normal,normal,
