id_dfdr,id_dataframe,desc,d_type,flap_monitoring,stab_trim_problem
Sac/DacEng-1,SAC_DACENG_1,SAC/DAC Eng Cnfg-1,object,,
Sac/DacEng-2,SAC_DACENG_2,SAC/DAC Eng Cnfg-2,object,,
SatCommKey-1,SATCOMMKEY_1,SAT Comm Keying-1,object,,
SatCommKey-2,SATCOMMKEY_2,SAT Comm Keying-2,object,,
SAT-FMC,SAT_FMC,FMC Static Air Tmp,numeric,,
SecondaryEng,SECONDARYENG,Secondary Engine,object,,
SingleChanel,SINGLECHANEL,Single Channel,object,,
SinkRate,SINKRATE,Sink Rate,object,,
SL-Control,SL_CONTROL,Sensitivity Level,object,,
SmokeAftCarg,SMOKEAFTCARG,Smoke Aft Cargo,object,,
SmokeFwdCarg,SMOKEFWDCARG,Smoke Fwd Cargo,object,,
SoftAltnMd-1,SOFTALTNMD_1,Soft Altn Md Sel-1,object,,
SoftAltnMd-2,SOFTALTNMD_2,Soft Altn Md Sel-2,object,,
SolenoidEn-1,SOLENOIDEN_1,Solenoid Engage-1,object,,
SolenoidEn-2,SOLENOIDEN_2,Solenoid Engage-2,object,,
SpdBrkArmLit,SPDBRKARMLIT,Spd Brk Armed Lite,object,,
SpdBrkHandle,SPDBRKHANDLE,Spd BrakeHandlePos,numeric,,
SpdBrkNotArm,SPDBRKNOTARM,SpdBrk Not ArmLite,object,,
Spd-FMC,SPD_FMC,FMC Spd,object,,
SpdPBLite,SPDPBLITE,Spd PB Lite,object,,
SpeedReg-1,SPEEDREG_1,Speed Reg-1,object,,
SpeedReg-2,SPEEDREG_2,Speed Reg-2,object,,
SPI,SPI,SPI,object,,
SplitNeedl-C,SPLITNEEDL_C,Split Needle-CW,object,,
SplitNeedl-L,SPLITNEEDL_L,Split Needle-L,object,,
SplitNeedl-R,SPLITNEEDL_R,Split Needle-R,object,,
SpoilrPos-03,SPOILRPOS_03,Spoiiler Pos-03,numeric,,
SpoilrPos-04,SPOILRPOS_04,Spoiiler Pos-04,numeric,,
SpoilrPos-09,SPOILRPOS_09,Spoiiler Pos-09,numeric,,
SpoilrPos-10,SPOILRPOS_10,Spoiiler Pos-10,numeric,,
StallMdSta-1,STALLMDSTA_1,Stall Md Status-1,object,,
StallMdSta-2,STALLMDSTA_2,Stall Md Status-2,object,,
StartVlvOp-L,STARTVLVOP_L,Starter Vlv Open-L,object,,
StartVlvOp-R,STARTVLVOP_R,Starter Vlv Open-R,object,,
StatAdmDataI,STATADMDATAI,Status ADM Data,object,,
StaticHeat-R,STATICHEAT_R,Static Heat-R,object,,
StByHydOilPr,STBYHYDOILPR,STBY Hyd Oil Press,numeric,,
StByMode-L,STBYMODE_L,Standby Mode-L,object,,
StByMode-R,STBYMODE_R,Standby Mode-R,object,,
StByRudVlvP,STBYRUDVLVP,STBY Rud Valve Pos,object,,
StickShake-L,STICKSHAKE_L,Stick Shaker-L,object,,
StickShake-R,STICKSHAKE_R,Stick Shaker-R,object,,
StickShakSpd,STICKSHAKSPD,Stick Shaker Speed,numeric,,
Subframe,SUBFRAME,Subframe Counter,numeric,,
SuperFrame,SUPERFRAME,Super Frame Countr,numeric,,
SysPushButtn,SYSPUSHBUTTN,Sys Pushbutton,object,,
T/O-Warning,T_O_WARNING,T/O Warning,object,,
T/R-1,T_R_1,T/R Full Deployed/,object,,
T/R-2,T_R_2,T/R Full Deployed/,object,,
T/R-L,T_R_L,T/R Deplyd/Trans-L,object,,
T/R-R,T_R_R,T/R Deplyd/Trans-R,object,,
T/R-Sleev-L1,T_R_SLEEV_L1,T/R Pos Sleeve-L1,numeric,,
T/R-Sleev-L2,T_R_SLEEV_L2,T/R Pos Sleeve-L2,numeric,,
T/R-Sleev-R1,T_R_SLEEV_R1,T/R Pos Sleeve-R1,numeric,,
T/R-Sleev-R2,T_R_SLEEV_R2,T/R Pos Sleeve-R2,numeric,,
T/R-SolInt-1,T_R_SOLINT_1,T/R Sol Interlk,object,,
T/R-SolInt-2,T_R_SOLINT_2,T/R Sol Interlk,object,,
T25-Select-1,T25_SELECT_1,Selected T25-1,numeric,,
T25-Select-2,T25_SELECT_2,Selected T25-1,numeric,,
T3-Select-1,T3_SELECT_1,Selected T3-1,numeric,,
T3-Select-2,T3_SELECT_2,Selected T3-2,numeric,,
TAT,TAT,Total Air Temp,numeric,,
TAT-Heat,TAT_HEAT,TAT Heat,object,,
TAT-InhibF-1,TAT_INHIBF_1,TAT Inhibit Flag-1,object,,
TAT-InhibF-2,TAT_INHIBF_2,TAT Inhibit Flag-2,object,,
TAT-ProbSigF,TAT_PROBSIGF,TAT Probe Signal,object,,
TAT-Select-1,TAT_SELECT_1,Selected TAT-1,numeric,,
TAT-Select-2,TAT_SELECT_2,Selected TAT-2,numeric,,
TCASAlt(29.92)_,TCASALT29.92_,TCAS Altitude,numeric,,
TCASBarCorAlt_,TCASBARCORALT_,TCAS Baro Cor Alt,numeric,,
TCAS-CompUni,TCAS_COMPUNI,TCAS Computr Unit,object,,
TCAS-SL,TCAS_SL,TCAS SensitivtyLvl,object,,
TCAS-SysStat,TCAS_SYSSTAT,TCAS System Status,object,,
TE-BypassVlv,TE_BYPASSVLV,TE Bypass Valv Pos,object,,
TE-FlapLoadR,TE_FLAPLOADR,TE FlapLoad Relief,object,,
TE-FlapPsE-L,TE_FLAPPSE_L,TE FlapPos-L Rev E,numeric,V,
TE-FlapPsE-L Syncrho,TE_FLAPPSE_L_SYNCRHO,TE FlapPos-L Rev E (Syncrho),numeric,,
TE-FlapPsE-R,TE_FLAPPSE_R,TE FlapPos-R Rev E,numeric,V,
TE-FlapPsE-R Synchro,TE_FLAPPSE_R_SYNCHRO,TE FlapPos-R Rev E (Syncrho),numeric,,
TE-FlapPsF-L,TE_FLAPPSF_L,TE FlapPos-L Rev F,numeric,,
TE-FlapPsF-R,TE_FLAPPSF_R,TE FlapPos-R Rev F,numeric,,
TE-FlapSkw-1,TE_FLAPSKW_1,TE Flap Skew Pos-1,numeric,V,
TE-FlapSkw-2,TE_FLAPSKW_2,TE Flap Skew Pos-2,numeric,V,
TE-FlapSkw-3,TE_FLAPSKW_3,TE Flap Skew Pos-3,numeric,V,
TE-FlapSkw-4,TE_FLAPSKW_4,TE Flap Skew Pos-4,numeric,V,
TE-FlapSkw-5,TE_FLAPSKW_5,TE Flap Skew Pos-5,numeric,V,
TE-FlapSkw-6,TE_FLAPSKW_6,TE Flap Skew Pos-6,numeric,V,
TE-FlapSkw-7,TE_FLAPSKW_7,TE Flap Skew Pos-7,numeric,V,
TE-FlapSkw-8,TE_FLAPSKW_8,TE Flap Skew Pos-8,numeric,V,
TE-FlpByPass,TE_FLPBYPASS,TE Flaps Bypass,object,,
TE-FlpSk1to8,TE_FLPSK1TO8,TE FlapSkew 1 to 8,object,V,
TE-FlpSk2to7,TE_FLPSK2TO7,TE FlapSkew 2 to 7,object,V,
TE-FlpSk3to6,TE_FLPSK3TO6,TE FlapSkew 3 to 6,object,V,
TE-FlpSk4to5,TE_FLPSK4TO5,TE FlapSkew 4 to 5,object,V,
TempOvrLim-1,TEMPOVRLIM_1,Temp Over Limit-1,object,,
TempOvrLim-2,TEMPOVRLIM_2,Temp Over Limit-2,object,,
TempSel-FMC,TEMPSEL_FMC,FMC Selected Temp,numeric,,
Terrain,TERRAIN,Terrain,object,,
TerrainAhead,TERRAINAHEAD,Terrain Ahead,object,,
TerrainAhPUp,TERRAINAHPUP,Terra Ahead PullUp,object,,
TerrainAwInO,TERRAINAWINO,Terrain Aware INOP,object,,
TerrainAwNAv,TERRAINAWNAV,Terrain Aware Not,object,,
TerrainCaut,TERRAINCAUT,Terrain Caution,object,,
TerrainDs-CP,TERRAINDS_CP,Terrain Display-CP,object,,
TerrainDs-FO,TERRAINDS_FO,Terrain Display-FO,object,,
TerrainOvrRd,TERRAINOVRRD,Terrain Override,object,,
TerrainPulUp,TERRAINPULUP,Terrain Pullup,object,,
TerrainWarn,TERRAINWARN,Terrain Warning,object,,
TestCmdFCC-L,TESTCMDFCC_L,TestDsplyCmd FCC-L,object,,
TestCmdFCC-R,TESTCMDFCC_R,TestDsplyCmd FCC-R,object,,
TFC-Selct-CP,TFC_SELCT_CP,TFC Selected-CP,object,,
TFC-Selct-FO,TFC_SELCT_FO,TFC Selected-FO,object,,
ThrotlRate-1,THROTLRATE_1,Throttle RateCmd-1,numeric,,
ThrotlRate-2,THROTLRATE_2,Throttle RateCmd-2,numeric,,
ThrSrvTach-1,THRSRVTACH_1,ThrServoMotrTach-1,numeric,,
ThrSrvTach-2,THRSRVTACH_2,ThrServoMotrTach-2,numeric,,
ThrTorque-1,THRTORQUE_1,Thr Torque-1,numeric,,
ThrTorque-2,THRTORQUE_2,Thr Torque-2,numeric,,
TN1-AccelSrc,TN1_ACCELSRC,TN1 Accelerometer,object,,
TN1-LptVib-L,TN1_LPTVIB_L,TN1 (LPT) Vib-L,numeric,,
TN1-LptVib-R,TN1_LPTVIB_R,TN1 (LPT) Vib-R,numeric,,
TN2-AccelSrc,TN2_ACCELSRC,TN2 Accelerometer,object,,
TN2-HptVib-L,TN2_HPTVIB_L,TN2 (HPT) Vib-L,numeric,,
TN2-HptVib-R,TN2_HPTVIB_R,TN2 (HPT) Vib-R,numeric,,
TO/GA,TO_GA,TO/GA,object,,
ToGaSwPressd,TOGASWPRESSD,TOGA Sw Pressed,object,,
TooLowFlap,TOOLOWFLAP,Too Low Flap,object,,
TooLowGear,TOOLOWGEAR,Too Low Gear,object,,
TooLowTerrai,TOOLOWTERRAI,Too Low Terrain,object,,
Touchdown,TOUCHDOWN,Touchdown,object,,
TRA-FiltrS-1,TRA_FILTRS_1,Selctd TRA Filtr-1,numeric,,
TRA-FiltrS-2,TRA_FILTRS_2,Selctd TRA Filtr-2,numeric,,
TrimDown-A/P,TRIMDOWN_A_P,Trim Down - A/P,object,,V
TrimDown-Man,TRIMDOWN_MAN,Trim Down Manual,object,,V
TrimUp-A/P,TRIMUP_A_P,Trim Up - A/P,object,,V
TrimUp-Man,TRIMUP_MAN,Trim Up - Manual,object,,V
TuningInBusA,TUNINGINBUSA,Tuning Input Bus,object,,
UpAdvisory,UPADVISORY,Up Advisory,object,,
V/S-Armed,V_S_ARMED,V/S Armed,object,,
V/S-Engage,V_S_ENGAGE,V/S Engaged,object,,
V1-Speed,V1_SPEED,V1 Speed,numeric,,
V2-Speed,V2_SPEED,V2 Speed,numeric,,
VBVDrivRly-1_,VBVDRIVRLY_1_,VBV Driver Rl Y Conct #1,object,,
VBVDrivRly-2_,VBVDRIVRLY_2_,VBV Driver Rl Y Conct #2,object,,
VBV-PosSel-1,VBV_POSSEL_1,Selctd VBV Posit-1,numeric,,
VBV-PosSel-2,VBV_POSSEL_2,Selctd VBV Posit-2,numeric,,
VendorStatD,VENDORSTATD,Vendor Status Data,numeric,,
VertAccel,VERTACCEL,Vertical Acceleration,numeric,,
VertControl,VERTCONTROL,Vertical Control,object,,
VertDev,VERTDEV,Vert Dev,object,,
VertSpd>-12f,VERTSPD>_12F,Vert Spd>-12ft/sec,object,,
VertSpdCmd,VERTSPDCMD,Vert Speed Cmd,numeric,,
VertSpdDev,VERTSPDDEV,Vert Speed Dev,object,,
VertSpdPBLit,VERTSPDPBLIT,Vert Speed PB Lite,object,,
VertSpdSelct,VERTSPDSELCT,Vert Speed Selectd,numeric,,
VHF-C,VHF_C,VHF-C,object,,
VHF-L,VHF_L,VHF-L,object,,
VHF-R,VHF_R,VHF-R,object,,
VisualAltAlr,VISUALALTALR,VisualAltitudAlert,object,,
VMO/MMO-Alt1,VMO_MMO_ALT1,VMO/MMO Alternat-1,object,,
VMO/MMO-Alt2,VMO_MMO_ALT2,VMO/MMO Alternat-2,object,,
VMO/MMO-Alt3,VMO_MMO_ALT3,VMO/MMO Alternat-3,object,,
VMO/MMO-Alt4,VMO_MMO_ALT4,VMO/MMO Alternat-4,object,,
VNavPath,VNAVPATH,V NAV Path,object,,
VNavPBLite,VNAVPBLITE,V Nav PB Lite,object,,
VNavSpd,VNAVSPD,V Nav Speed,object,,
VOR/LOC-Arm,VOR_LOC_ARM,VOR/LOC Arm,object,,
VOR/LOC-Enga,VOR_LOC_ENGA,VOR/LOC Engage,object,,
VOR/LOC-PBLi,VOR_LOC_PBLI,VOR/LOC PB Lite,object,,
VOR-Fail-L,VOR_FAIL_L,VOR Failure-L,object,,
VOR-Fail-R,VOR_FAIL_R,VOR Failure-R,object,,
VOR-Freq-L,VOR_FREQ_L,VOR Frequency-L,numeric,,
VOR-Freq-R,VOR_FREQ_R,VOR Frequency-R,numeric,,
VorSelLft-CP,VORSELLFT_CP,VOR Left Select-CP,object,,
VorSelLft-FO,VORSELLFT_FO,VOR Left Select-FO,object,,
VorSelMd-CP,VORSELMD_CP,VOR Mode Select-CP,object,,
VorSelMd-FO,VORSELMD_FO,VOR Mode Select-FO,object,,
VorSelRt-CP,VORSELRT_CP,VOR Right Selct-CP,object,,
VorSelRt-FO,VORSELRT_FO,VOR Right Selct-FO,object,,
VREF-Speed,VREF_SPEED,VREF Speed,numeric,,
VR-Speed,VR_SPEED,VR Speed,numeric,,
VSVDrivRly-1_,VSVDRIVRLY_1_,VSV Driver Rl Y Conct #1,object,,
VSVDrivRly-2_,VSVDRIVRLY_2_,VSV Driver Rl Y Conct #2,object,,
VSV-PosSel-1,VSV_POSSEL_1,Selctd VSV Posit-1,numeric,,
VSV-PosSel-2,VSV_POSSEL_2,Selctd VSV Posit-2,numeric,,
WayPtSel-CP,WAYPTSEL_CP,Waypoint Sel-CP,object,,
WayPtSel-FO,WAYPTSEL_FO,Waypoint Sel-FO,object,,
WhlWellFire,WHLWELLFIRE,Wheel Well Fire,object,,
WindDirTrue,WINDDIRTRUE,Wind DirectionTrue,numeric,,
Windshear,WINDSHEAR,Windshear,object,,
WindshrCaut,WINDSHRCAUT,Windshear Caution,object,,
WindShrINOP,WINDSHRINOP,Windshear INOP,object,,
WindshrWarn,WINDSHRWARN,Windshear Warning,object,,
WindSpeed,WINDSPEED,Wind Speed,numeric,,
WingA/IceSw,WINGA_ICESW,Wing Anti-Ice Sw,object,,
WingTaiCd-1,WINGTAICD_1,Wing TAI Cnfg Cd-1,object,,
WingTaiCd-2,WINGTAICD_2,Wing TAI Cnfg Cd-2,object,,
WXR-Selct-CP,WXR_SELCT_CP,WXR Selected-CP,object,,
WXR-Selct-FO,WXR_SELCT_FO,WXR Selected-FO,object,,
X-ChanFalt-1,X_CHANFALT_1,Cross Chan Fault-1,object,,
X-ChanFalt-2,X_CHANFALT_2,Cross Chan Fault-2,object,,
X-TrkDev,X_TRKDEV,Cross Track Dev,numeric,,
X-TrkRt<8,X_TRKRT<8,X-Track Rt<8ft/sec,object,,
X-TrkRt<9,X_TRKRT<9,X-Track Rt<9ft/sec,object,,
X-TrkRtLat<0,X_TRKRTLAT<0,X-Track Rt Lat<0,object,,
X-TrkRtLat>0,X_TRKRTLAT>0,X-Track Rt Lat>0,object,,
YawDmprEng-1,YAWDMPRENG_1,Yaw Damper Engag-1,object,,
YawDmprEng-2,YAWDMPRENG_2,Yaw Damper Engag-2,object,,
YawTrim-L,YAWTRIM_L,Yaw Trim Cmd-L,object,,
YawTrim-R,YAWTRIM_R,Yaw Trim Cmd-R,object,,
Year,YEAR,Year-BCD,object,,
