id_dfdr,id_dataframe,desc,d_type,flap_monitoring,stab_trim_problem
T/R-Sleev-R1,T/R-SLEEV-R1,T/R Pos Sleeve-R1,,,
T/R-Sleev-R2,T/R-SLEEV-R2,T/R Pos Sleeve-R2,,,
T/R-SolInt-1,T/R-SOLINT-1,T/R Sol Interlk ,,,
T/R-SolInt-2,T/R-SOLINT-2,T/R Sol Interlk ,,,
T25-Select-1,T25-SELECT-1,Selected T25-1,,,
T25-Select-2,T25-SELECT-2,Selected T25-2,,,
T3-Select-1,T3-SELECT-1,Selected T3-1,,,
T3-Select-2,T3-SELECT-2,Selected T3-2,,,
TAT,TAT,Total Air Temp,,,
TAT-Heat,TAT-HEAT,TAT Heat,,,
TAT-InhibF-1,TAT-INHIBF-1,TAT Inhibit Flag-1,,,
TAT-InhibF-2,TAT-INHIBF-2,TAT Inhibit Flag-2,,,
TAT-ProbSigF,TAT-PROBSIGF,TAT Probe Signal,,,
TAT-Selct-1,TAT-SELCT-1,Selected TAT-1,,,
TAT-Select-1,TAT-SELECT-1,Selected TAT-1,,,
TAT-Select-2,TAT-SELECT-2,Selected TAT-2,,,
TCAS-CompUni,TCAS-COMPUNI,TCAS Computr Unit,,,
TCAS-SL,TCAS-SL,TCAS SensitivtyLvl,,,
TCAS-SysStat,TCAS-SYSSTAT,TCAS System Status,,,
TE-BypassVlv,TE-BYPASSVLV,TE Bypass Valv Pos,,,
TE-FlapLoadR,TE-FLAPLOADR,TE FlapLoad Relief,,,
TE-FlapPsE-L,TE_FLAPPSE_L,TE FlapPos-L Rev E,numeric,V,
TE-FlapPsE-R,TE_FLAPPSE_R,TE FlapPos-R Rev E,numeric,V,
TE-FlapPsF-L,TE-FLAPPSF-L,TE FlapPos-L Rev F,,,
TE-FlapPsF-R,TE-FLAPPSF-R,TE FlapPos-R Rev F,,,
TE-FlapSkw-1,TE_FLAPSKW_1,TE Flap Skew Pos-1,numeric,V,
TE-FlapSkw-2,TE_FLAPSKW_2,TE Flap Skew Pos-2,numeric,V,
TE-FlapSkw-3,TE_FLAPSKW_3,TE Flap Skew Pos-3,numeric,V,
TE-FlapSkw-4,TE_FLAPSKW_4,TE Flap Skew Pos-4,numeric,V,
TE-FlapSkw-5,TE_FLAPSKW_5,TE Flap Skew Pos-5,numeric,V,
TE-FlapSkw-6,TE_FLAPSKW_6,TE Flap Skew Pos-6,numeric,V,
TE-FlapSkw-7,TE_FLAPSKW_7,TE Flap Skew Pos-7,numeric,V,
TE-FlapSkw-8,TE_FLAPSKW_8,TE Flap Skew Pos-8,numeric,V,
TE-FlpByPass,TE-FLPBYPASS,TE Flaps Bypass,,,
TE-FlpSk1to8,TE-FLPSK1TO8,TE FlapSkew 1 to 8,,,
TE-FlpSk2to7,TE-FLPSK2TO7,TE FlapSkew 2 to 7,,,
TE-FlpSk3to6,TE-FLPSK3TO6,TE FlapSkew 3 to 6,,,
TE-FlpSk4to5,TE-FLPSK4TO5,TE FlapSkew 4 to 5,,,
TempOvrLim-1,TEMPOVRLIM-1,Temp Over Limit-1,,,
TempOvrLim-2,TEMPOVRLIM-2,Temp Over Limit-2,,,
TempSel-FMC,TEMPSEL-FMC,FMC Selected Temp,,,
Terrain,TERRAIN,Terrain,,,
TerrainAhead,TERRAINAHEAD,Terrain Ahead,,,
TerrainAhPUp,TERRAINAHPUP,Terra Ahead PullUp,,,
TerrainAwInO,TERRAINAWINO,Terrain Aware INOP,,,
TerrainAwNAv,TERRAINAWNAV,Terrain Aware Not,,,
TerrainCaut,TERRAINCAUT,Terrain Caution,,,
TerrainDs-CP,TERRAINDS-CP,Terrain Display-CP,,,
TerrainDs-FO,TERRAINDS-FO,Terrain Display-FO,,,
TerrainOvrRd,TERRAINOVRRD,Terrain Override,,,
TerrainPulUp,TERRAINPULUP,Terrain Pullup,,,
TerrainWarn,TERRAINWARN,Terrain Warning,,,
TestCmdFCC-L,TESTCMDFCC-L,TestDsplyCmd FCC-L,,,
TestCmdFCC-R,TESTCMDFCC-R,TestDsplyCmd FCC-R,,,
TFC-Selct-CP,TFC-SELCT-CP,TFC Selected-CP,,,
TFC-Selct-FO,TFC-SELCT-FO,TFC Selected-FO,,,
ThrotlRate-1,THROTLRATE-1,Throttle RateCmd-1,,,
ThrotlRate-2,THROTLRATE-2,Throttle RateCmd-2,,,
ThrSrvTach-1,THRSRVTACH-1,ThrServoMotrTach-1,,,
ThrSrvTach-2,THRSRVTACH-2,ThrServoMotrTach-2,,,
ThrTorque-1,THRTORQUE-1,Thr Torque-1,,,
ThrTorque-2,THRTORQUE-2,Thr Torque-2,,,
TN1-AccelSrc,TN1-ACCELSRC,TN1 Accelerometer,,,
TN1-LptVib-L,TN1-LPTVIB-L,TN1 (LPT) Vib-L,,,
TN1-LptVib-R,TN1-LPTVIB-R,TN1 (LPT) Vib-R,,,
TN2-AccelSrc,TN2-ACCELSRC,TN2 Accelerometer,,,
TN2-HptVib-L,TN2-HPTVIB-L,TN2 (HPT) Vib-L,,,
TN2-HptVib-R,TN2-HPTVIB-R,TN2 (HPT) Vib-R,,,
TO/GA,TO/GA,TO/GA,,,
ToGaSwPressd,TOGASWPRESSD,TOGA Sw Pressed,,,
TooLowFlap,TOOLOWFLAP,Too Low Flap,,,
TooLowGear,TOOLOWGEAR,Too Low Gear,,,
TooLowTerrai,TOOLOWTERRAI,Too Low Terrain,,,
Touchdown,TOUCHDOWN,Touchdown,,,
TrackAngTrue,TRACKANGTRUE,Track Angle True,,,
TRA-FiltrS-1,TRA-FILTRS-1,Selctd TRA Filtr-1,,,
TRA-FiltrS-2,TRA-FILTRS-2,Selctd TRA Filtr-2,,,
TrimDown-A/P,TRIMDOWN_A_P,Trim Down - A/P,object,,V
TrimDown-Man,TRIMDOWN_MAN,Trim Down Manual,object,,V
TrimUp-A/P,TRIMUP_A_P,Trim Up - A/P,object,,V
TrimUp-Man,TRIMUP_MAN,Trim Up - Manual,object,,V
TuningInBusA,TUNINGINBUSA,Tuning Input Bus,,,
UpAdvisory,UPADVISORY,Up Advisory,,,
V/S-Armed,V/S-ARMED,V/S Armed,,,
V/S-Engage,V/S-ENGAGE,V/S Engaged,,,
V1-Speed,V1-SPEED,V1 Speed,,,
V2-Speed,V2-SPEED,V2 Speed,,,
VBV-PosSel-1,VBV-POSSEL-1,Selctd VBV Posit-1,,,
VBV-PosSel-2,VBV-POSSEL-2,Selctd VBV Posit-2,,,
VendorStatD,VENDORSTATD,Vendor Status Data,,,
VertAccel,VERTACCEL,Vertical Accelerat,,,
VertControl,VERTCONTROL,Vertical Control,,,
VertDev,VERTDEV,Vert Dev,,,
VertDev-Wide,VERTDEV-WIDE,Vert Dev (Wide),,,
VertSpd>-12f,VERTSPD>-12F,Vert Spd>-12ft/sec,,,
VertSpdCmd,VERTSPDCMD,Vert Speed Cmd,,,
VertSpdDev,VERTSPDDEV,Vert Speed Dev,,,
VertSpdPBLit,VERTSPDPBLIT,Vert Speed PB Lite,,,
VertSpdSelct,VERTSPDSELCT,Vert Speed Selectd,,,
VHF-C,VHF-C,VHF-C,,,
VHF-L,VHF-L,VHF-L,,,
VHF-R,VHF-R,VHF-R,,,
VisualAltAlr,VISUALALTALR,VisualAltitudAlert,,,
VMO/MMO-Alt1,VMO/MMO-ALT1,VMO/MMO Alternat-1,,,
VMO/MMO-Alt2,VMO/MMO-ALT2,VMO/MMO Alternat-2,,,
VMO/MMO-Alt3,VMO/MMO-ALT3,VMO/MMO Alternat-3,,,
VMO/MMO-Alt4,VMO/MMO-ALT4,VMO/MMO Alternat-4,,,
VNavPath,VNAVPATH,V NAV Path,,,
VNavPBLite,VNAVPBLITE,V Nav PB Lite,,,
VNavSpd,VNAVSPD,V Nav Speed,,,
VOR/LOC-Arm,VOR/LOC-ARM,VOR/LOC Arm,,,
VOR/LOC-Enga,VOR/LOC-ENGA,VOR/LOC Engage,,,
VOR/LOC-PBLi,VOR/LOC-PBLI,VOR/LOC PB Lite,,,
VOR-Fail-L,VOR-FAIL-L,VOR Failure-L,,,
VOR-Fail-R,VOR-FAIL-R,VOR Failure-R,,,
VOR-Freq-L,VOR-FREQ-L,VOR Frequency-L,,,
VOR-Freq-R,VOR-FREQ-R,VOR Frequency-R,,,
VorSelLft-CP,VORSELLFT-CP,VOR Left Select-CP,,,
VorSelLft-FO,VORSELLFT-FO,VOR Left Select-FO,,,
VorSelMd-CP,VORSELMD-CP,VOR Mode Select-CP,,,
VorSelMd-FO,VORSELMD-FO,VOR Mode Select-FO,,,
VorSelRt-CP,VORSELRT-CP,VOR Right Selct-CP,,,
VorSelRt-FO,VORSELRT-FO,VOR Right Selct-FO,,,
VREF-Speed,VREF-SPEED,VREF Speed,,,
VR-Speed,VR-SPEED,VR Speed,,,
VSV-PosSel-1,VSV-POSSEL-1,Selctd VSV Posit-1,,,
VSV-PosSel-2,VSV-POSSEL-2,Selctd VSV Posit-2,,,
WayPtSel-CP,WAYPTSEL-CP,Waypoint Sel-CP,,,
WayPtSel-FO,WAYPTSEL-FO,Waypoint Sel-FO,,,
WhlWellFire,WHLWELLFIRE,Wheel Well Fire,,,
WindDirTrue,WINDDIRTRUE,Wind DirectionTrue,,,
Windshear,WINDSHEAR,Windshear,,,
WindshrCaut,WINDSHRCAUT,Windshear Caution,,,
WindShrINOP,WINDSHRINOP,Windshear INOP,,,
WindshrWarn,WINDSHRWARN,Windshear Warning,,,
WindSpeed,WINDSPEED,Wind Speed,,,
WingA/IceSw,WINGA/ICESW,Wing Anti-Ice Sw,,,
WingTaiCd-1,WINGTAICD-1,Wing TAI Cnfg Cd-1,,,
WingTaiCd-2,WINGTAICD-2,Wing TAI Cnfg Cd-2,,,
WXR-Selct-CP,WXR-SELCT-CP,WXR Selected-CP,,,
WXR-Selct-FO,WXR-SELCT-FO,WXR Selected-FO,,,
X-ChanFalt-1,X-CHANFALT-1,Cross Chan Fault-1,,,
X-ChanFalt-2,X-CHANFALT-2,Cross Chan Fault-2,,,
X-TrkDev,X-TRKDEV,Cross Track Dev,,,
X-TrkRt<8,X-TRKRT<8,X-Track Rt<8ft/sec,,,
X-TrkRt<9,X-TRKRT<9,X-Track Rt<9ft/sec,,,
X-TrkRtLat<0,X-TRKRTLAT<0,X-Track Rt Lat<0,,,
X-TrkRtLat>0,X-TRKRTLAT>0,X-Track Rt Lat>0,,,
YawDmprEng-1,YAWDMPRENG-1,Yaw Damper Engag-1,,,
YawDmprEng-2,YAWDMPRENG-2,Yaw Damper Engag-2,,,
YawTrim-L,YAWTRIM-L,Yaw Trim Cmd-L,,,
YawTrim-R,YAWTRIM-R,Yaw Trim Cmd-R,,,
Year,YEAR,Year-BCD,,,
TE-FlpSk1to8,TE_FLPSK1TO8,TE FlapSkew 1 to 8,object,V,
TE-FlpSk2to7,TE_FLPSK2TO7,TE FlapSkew 2 to 7,object,V,
TE-FlpSk3to6,TE_FLPSK3TO6,TE FlapSkew 3 to 6,object,V,
TE-FlpSk4to5,TE_FLPSK4TO5,TE FlapSkew 4 to 5,object,V,
